amount,currency,transaction_type,merchant_category,merchant_id,merchant_risk_score,user_id,account_age_days,kyc_level,avg_txn_amount_7d,avg_txn_amount_30d,device_type,is_new_device,ip_address,ip_risk_score,geo_location,hour,day_of_week,txn_velocity_1h,txn_velocity_24h,failed_txn_count_24h,account_balance,post_txn_balance,balance_change_ratio,amount_to_balance_ratio,is_night_txn,high_velocity_flag,unusual_location_flag,Class
42818.98,INR,card,retail,M724,1.0,U5388,845,3,3465,3441,tablet,1,202.102.38.162,0.7,Chennai,1,5,8,10,5,47333,4514.02,0.905,0.905,1,1,1,1
6466.4,INR,UPI,travel,M245,0.22,U3410,225,3,4962,5222,desktop,0,40.3.217.124,0.16,Pune,10,5,1,5,0,22008,15541.6,0.294,0.294,0,0,0,0
19206.96,INR,UPI,luxury,M181,0.92,U3719,85,1,4641,4748,mobile,1,195.184.66.42,0.86,Kolkata,4,1,9,27,4,20963,1756.04,0.916,0.916,1,1,1,1
5440.56,INR,UPI,investment,M574,0.32,U1425,790,1,3940,4018,desktop,0,170.72.72.29,0.16,Mumbai,19,5,3,7,2,33611,28170.44,0.162,0.162,0,0,0,0
25671.89,INR,UPI,luxury,M369,0.84,U3582,58,3,2840,2837,tablet,1,76.40.7.162,0.79,Mumbai,1,3,10,14,3,28442,2770.11,0.903,0.903,1,1,1,1
5596.58,INR,netbanking,retail,M745,0.32,U2054,396,3,898,723,desktop,0,131.123.217.122,0.07,Bangalore,11,0,2,12,0,44629,39032.42,0.125,0.125,0,0,0,0
18006.53,INR,netbanking,gaming,M918,0.9,U4966,207,1,3359,3180,desktop,1,243.139.30.190,0.98,Pune,2,1,14,17,2,20793,2786.47,0.866,0.866,1,1,1,1
14758.55,INR,card,luxury,M564,0.66,U5562,50,1,1946,2221,tablet,1,21.128.105.232,0.92,Kolkata,1,4,11,28,5,15922,1163.45,0.927,0.927,1,1,1,1
2852.13,INR,card,electronics,M872,0.1,U1556,70,1,2710,2575,mobile,0,79.66.83.177,0.29,Delhi,15,4,1,8,0,12011,9158.87,0.237,0.237,0,0,0,0
38920.91,INR,UPI,investment,M825,0.74,U5358,211,1,4085,3991,desktop,1,240.239.72.211,0.92,Chennai,0,1,10,12,7,40760,1839.09,0.955,0.955,1,1,1,1
28956.12,INR,ATM,luxury,M805,0.65,U4938,870,2,1366,1161,tablet,1,88.120.197.72,0.94,Delhi,3,1,8,14,5,32986,4029.88,0.878,0.878,1,1,1,1
29620.16,INR,card,retail,M251,0.74,U5712,789,2,1726,2025,tablet,1,141.2.118.140,0.92,Kolkata,1,0,11,26,2,36111,6490.84,0.82,0.82,1,1,1,1
3294.29,INR,netbanking,crypto,M534,0.26,U3469,302,2,781,574,tablet,0,253.214.150.253,0.38,Pune,20,2,1,7,1,14304,11009.71,0.23,0.23,0,0,0,0
42717.7,INR,ATM,food,M171,0.82,U5710,559,3,4849,5021,tablet,1,167.168.167.174,0.88,Bangalore,0,5,9,20,4,48533,5815.3,0.88,0.88,1,1,1,1
6303.89,INR,ATM,electronics,M198,0.31,U1355,42,1,4598,4389,mobile,0,244.197.245.121,0.31,Bangalore,21,3,3,7,2,42580,36276.11,0.148,0.148,0,0,0,0
7029.03,INR,netbanking,gaming,M913,0.26,U2193,620,2,3354,3484,desktop,0,44.243.4.223,0.02,Mumbai,9,0,4,19,0,24794,17764.97,0.283,0.283,0,0,0,0
8868.74,INR,card,electronics,M769,0.27,U2716,783,3,4919,4788,tablet,0,133.155.27.100,0.24,Pune,12,2,2,20,1,41169,32300.26,0.215,0.215,0,0,0,0
26634.77,INR,UPI,travel,M549,0.72,U4416,550,1,567,744,mobile,1,65.66.227.151,0.84,Hyderabad,1,2,14,29,4,29337,2702.23,0.908,0.908,1,1,1,1
9319.99,INR,UPI,crypto,M426,0.85,U3604,417,3,2234,2420,tablet,1,19.26.150.225,0.92,Mumbai,4,4,14,19,7,11626,2306.01,0.802,0.802,1,1,1,1
16463.11,INR,card,electronics,M775,0.73,U5129,839,1,3385,3365,mobile,1,80.189.249.64,0.81,Mumbai,1,4,13,26,5,18319,1855.89,0.899,0.899,1,1,1,1
7752.88,INR,UPI,gaming,M262,0.92,U3828,412,3,4658,4476,tablet,1,143.191.66.196,0.76,Chennai,0,2,12,25,5,9469,1716.12,0.819,0.819,1,1,1,1
7068.7,INR,card,travel,M980,0.28,U2704,674,1,3360,3136,mobile,0,201.43.163.246,0.1,Mumbai,15,3,4,8,0,29103,22034.3,0.243,0.243,0,0,0,0
36357.66,INR,card,investment,M398,0.96,U3863,995,3,3389,3329,tablet,1,62.10.217.146,0.94,Delhi,0,1,9,20,6,39538,3180.34,0.92,0.92,1,1,1,1
6770.45,INR,card,retail,M776,0.92,U3618,344,1,3856,4069,desktop,1,101.14.38.115,0.76,Hyderabad,3,1,8,16,2,8173,1402.55,0.828,0.828,1,1,1,1
415.88,INR,netbanking,retail,M539,0.11,U3400,665,3,4731,4733,mobile,0,182.61.228.233,0.21,Bangalore,17,5,5,23,0,5417,5001.12,0.077,0.077,0,0,0,0
6706.96,INR,netbanking,crypto,M810,0.31,U3139,42,3,4553,4423,desktop,0,102.65.116.234,0.32,Kolkata,20,4,2,8,1,27135,20428.04,0.247,0.247,0,0,0,0
6760.26,INR,netbanking,travel,M878,0.81,U4239,591,3,4121,4372,desktop,1,158.230.11.137,0.97,Mumbai,3,5,8,15,6,7122,361.74,0.949,0.949,1,1,1,1
4886.31,INR,netbanking,electronics,M611,0.01,U3383,760,3,4129,3984,desktop,0,233.64.38.62,0.26,Bangalore,13,5,3,5,0,29584,24697.69,0.165,0.165,0,0,0,0
31405.24,INR,UPI,food,M251,0.68,U4218,725,1,1944,1941,desktop,1,82.193.96.187,0.95,Bangalore,1,2,10,22,2,34870,3464.76,0.901,0.901,1,1,1,1
11150.65,INR,card,gaming,M294,0.89,U4935,757,3,2201,2423,mobile,1,62.93.49.143,0.96,Pune,0,1,8,18,3,11435,284.35,0.975,0.975,1,1,1,1
1853.34,INR,ATM,gaming,M170,0.26,U2285,782,1,3160,3244,mobile,0,99.227.10.15,0.08,Hyderabad,17,0,1,12,2,8253,6399.66,0.225,0.225,0,0,0,0
11331.29,INR,card,electronics,M548,0.64,U4796,44,2,4135,4211,tablet,1,217.144.165.184,0.94,Mumbai,0,4,9,14,4,13875,2543.71,0.817,0.817,1,1,1,1
30554.47,INR,card,electronics,M652,0.98,U5894,878,3,3419,3692,desktop,1,38.176.41.63,0.76,Chennai,4,3,8,23,7,32721,2166.53,0.934,0.934,1,1,1,1
10962.42,INR,netbanking,travel,M945,0.6,U5468,944,2,2244,2273,mobile,1,175.125.176.182,0.99,Kolkata,2,0,11,26,2,11629,666.58,0.943,0.943,1,1,1,0
1908.96,INR,card,investment,M323,0.22,U3087,731,3,1924,1751,tablet,0,152.87.239.40,0.16,Bangalore,20,5,3,16,0,34837,32928.04,0.055,0.055,0,0,0,0
3355.73,INR,ATM,investment,M775,0.09,U2889,194,1,2333,2409,tablet,0,140.155.243.82,0.31,Hyderabad,20,0,2,14,1,47605,44249.27,0.07,0.07,0,0,0,0
39293.22,INR,netbanking,gaming,M902,0.81,U5622,551,1,3399,3618,desktop,1,232.83.23.29,0.93,Mumbai,1,3,8,9,6,40242,948.78,0.976,0.976,1,1,1,1
9063.1,INR,UPI,gaming,M231,0.11,U2591,441,1,1225,1019,mobile,0,155.48.59.182,0.02,Pune,16,5,5,20,2,39679,30615.9,0.228,0.228,0,0,0,0
3992.22,INR,UPI,food,M180,0.37,U2346,571,3,4155,4354,tablet,0,48.159.73.242,0.38,Delhi,17,4,5,14,0,18124,14131.78,0.22,0.22,0,0,0,0
25066.78,INR,UPI,electronics,M505,0.84,U5431,323,2,4469,4243,tablet,1,217.135.8.162,0.89,Bangalore,3,4,12,17,7,31319,6252.22,0.8,0.8,1,1,1,1
10788.21,INR,card,luxury,M443,0.34,U3162,316,2,4435,4344,desktop,0,169.42.218.16,0.05,Mumbai,9,1,1,12,1,36103,25314.79,0.299,0.299,0,0,0,0
10069.79,INR,UPI,gaming,M698,0.3,U3396,368,2,3798,4019,desktop,0,212.117.33.43,0.3,Hyderabad,16,3,4,13,2,37583,27513.21,0.268,0.268,0,0,0,0
25166.86,INR,ATM,food,M102,0.85,U5768,154,2,3646,3835,tablet,1,220.35.91.125,0.83,Bangalore,3,4,14,24,2,28826,3659.14,0.873,0.873,1,1,1,1
876.91,INR,ATM,luxury,M446,0.14,U3271,252,1,4594,4376,tablet,0,181.98.204.176,0.13,Kolkata,19,0,1,18,0,5964,5087.09,0.147,0.147,0,0,0,0
38830.51,INR,card,luxury,M772,0.97,U5490,299,1,1442,1426,tablet,1,17.204.200.147,0.72,Chennai,1,3,11,20,5,46070,7239.49,0.843,0.843,1,1,1,1
20803.09,INR,ATM,retail,M356,0.91,U4111,917,1,2756,2625,desktop,1,130.146.95.194,0.93,Pune,1,2,14,19,6,23036,2232.91,0.903,0.903,1,1,1,1
3646.56,INR,card,gaming,M308,0.24,U2137,644,2,2184,2347,mobile,0,74.32.42.113,0.07,Bangalore,15,2,4,8,1,42997,39350.44,0.085,0.085,0,0,0,0
45840.61,INR,ATM,crypto,M397,0.66,U4895,978,1,3164,3290,tablet,1,237.73.148.227,0.73,Chennai,2,4,10,17,4,48286,2445.39,0.949,0.949,1,1,1,1
3387.08,INR,UPI,electronics,M988,0.08,U1972,205,3,3892,3919,desktop,0,151.184.113.135,0.15,Kolkata,18,4,5,14,1,22777,19389.92,0.149,0.149,0,0,0,0
193.1,INR,ATM,crypto,M734,0.22,U1795,783,2,1072,995,tablet,0,147.214.109.104,0.33,Hyderabad,11,5,4,14,0,26914,26720.9,0.007,0.007,0,0,0,0
15485.16,INR,UPI,travel,M959,0.92,U4020,266,1,4343,4114,mobile,1,93.123.96.96,0.83,Bangalore,3,3,11,29,3,16570,1084.84,0.935,0.935,1,1,1,1
1298.08,INR,netbanking,gaming,M158,0.22,U2711,442,3,1545,1407,tablet,0,80.154.191.173,0.12,Kolkata,16,4,4,22,0,34245,32946.92,0.038,0.038,0,0,0,0
39047.9,INR,ATM,travel,M969,0.72,U4387,798,1,2535,2728,tablet,1,87.178.158.207,0.88,Bangalore,3,2,8,22,6,43051,4003.1,0.907,0.907,1,1,1,1
127.55,INR,netbanking,luxury,M908,0.09,U1036,81,3,2338,2611,desktop,0,184.47.173.18,0.12,Mumbai,21,3,2,9,1,9736,9608.45,0.013,0.013,0,0,0,0
6558.81,INR,netbanking,crypto,M106,0.21,U1453,459,3,1500,1788,tablet,0,161.81.72.172,0.06,Hyderabad,21,1,3,12,0,26776,20217.19,0.245,0.245,0,0,0,0
10076.06,INR,netbanking,travel,M612,0.08,U1913,759,3,2550,2468,mobile,0,204.10.251.141,0.12,Bangalore,11,0,5,12,0,41313,31236.94,0.244,0.244,0,0,0,0
23163.29,INR,UPI,luxury,M363,0.72,U5081,705,2,766,1007,mobile,1,8.88.202.58,0.95,Delhi,2,2,10,17,2,25869,2705.71,0.895,0.895,1,1,1,1
3038.76,INR,netbanking,electronics,M844,0.2,U2199,112,1,830,577,desktop,0,115.225.254.153,0.27,Mumbai,15,1,4,11,2,30187,27148.24,0.101,0.101,0,0,0,0
10777.23,INR,UPI,crypto,M542,0.15,U2274,563,3,2264,2249,tablet,0,151.167.100.10,0.26,Chennai,10,2,1,14,1,45260,34482.77,0.238,0.238,0,0,0,0
7953.95,INR,card,electronics,M919,0.32,U3375,326,1,1955,1681,mobile,0,135.121.240.114,0.06,Delhi,8,1,1,2,0,34108,26154.05,0.233,0.233,0,0,0,0
502.06,INR,netbanking,electronics,M253,0.25,U1037,624,1,3381,3195,tablet,0,75.184.202.66,0.04,Pune,21,2,3,18,1,16100,15597.94,0.031,0.031,0,0,0,0
1543.74,INR,card,food,M465,0.11,U1974,940,1,3506,3338,desktop,0,108.225.191.219,0.18,Hyderabad,16,0,5,21,0,15493,13949.26,0.1,0.1,0,0,0,0
40446.04,INR,card,travel,M220,0.62,U4195,719,3,3912,4192,desktop,1,65.92.112.229,0.93,Delhi,1,2,10,27,6,46712,6265.96,0.866,0.866,1,1,1,1
1268.53,INR,UPI,food,M170,0.11,U1983,33,3,1910,2100,tablet,0,8.1.166.33,0.2,Pune,16,5,5,10,1,32898,31629.47,0.039,0.039,0,0,0,0
33820.57,INR,card,investment,M202,0.67,U4904,502,2,4026,4070,mobile,1,231.222.100.116,0.77,Mumbai,3,5,11,26,5,41831,8010.43,0.809,0.809,1,1,1,1
15425.99,INR,netbanking,food,M832,0.62,U5069,340,1,3257,3305,tablet,1,146.208.44.41,0.74,Delhi,1,2,12,30,3,17432,2006.01,0.885,0.885,1,1,1,1
6011.69,INR,card,investment,M965,0.38,U2418,857,1,2482,2712,desktop,0,223.209.141.20,0.02,Hyderabad,8,2,5,21,1,47458,41446.31,0.127,0.127,0,0,0,0
43743.99,INR,card,food,M744,0.66,U4332,533,2,942,745,mobile,1,229.162.236.68,0.93,Delhi,0,5,12,29,6,49317,5573.01,0.887,0.887,1,1,1,1
1827.09,INR,ATM,gaming,M611,0.3,U2560,803,2,1013,893,mobile,0,19.143.125.246,0.01,Kolkata,20,5,3,15,1,22049,20221.91,0.083,0.083,0,0,0,0
1804.7,INR,UPI,travel,M512,0.09,U1039,886,3,4547,4250,desktop,0,77.212.55.50,0.13,Chennai,20,4,4,11,2,12845,11040.3,0.14,0.14,0,0,0,0
2119.93,INR,card,travel,M788,0.39,U2486,195,2,4456,4533,mobile,0,106.53.46.89,0.18,Mumbai,12,2,3,9,2,45908,43788.07,0.046,0.046,0,0,0,0
9598.93,INR,netbanking,retail,M505,0.72,U4883,150,3,576,622,desktop,1,49.131.40.235,0.72,Bangalore,0,2,10,28,4,10598,999.07,0.906,0.906,1,1,1,1
1825.17,INR,netbanking,food,M100,0.01,U1169,622,3,1469,1268,desktop,0,87.80.75.82,0.17,Delhi,14,3,2,15,2,18209,16383.83,0.1,0.1,0,0,0,0
3425.24,INR,ATM,food,M883,0.29,U2355,636,3,3912,3657,mobile,0,226.217.184.209,0.38,Kolkata,11,3,4,12,0,29497,26071.76,0.116,0.116,0,0,0,0
15255.61,INR,card,gaming,M779,0.9,U3785,551,3,1542,1766,tablet,1,77.13.136.157,0.83,Pune,2,2,10,29,5,17479,2223.39,0.873,0.873,1,1,1,1
20688.0,INR,card,electronics,M838,0.75,U4632,989,1,4255,4186,mobile,1,60.18.67.151,0.89,Delhi,1,4,10,27,4,21168,480.0,0.977,0.977,1,1,1,1
5194.27,INR,ATM,retail,M451,0.74,U5748,502,1,2561,2650,tablet,1,116.127.115.3,1.0,Chennai,4,5,11,14,3,5459,264.73,0.952,0.952,1,1,1,1
41262.73,INR,ATM,retail,M320,0.77,U5004,610,2,3615,3482,tablet,1,98.196.227.106,0.76,Delhi,2,3,14,20,6,44640,3377.27,0.924,0.924,1,1,1,0
32822.96,INR,ATM,luxury,M494,0.82,U3682,568,2,1563,1812,mobile,1,41.36.21.40,0.77,Hyderabad,0,5,13,25,7,37723,4900.04,0.87,0.87,1,1,1,0
11122.0,INR,UPI,electronics,M295,1.0,U5704,667,3,2606,2461,mobile,1,24.69.183.172,0.76,Pune,2,3,9,16,3,13673,2551.0,0.813,0.813,1,1,1,1
40317.7,INR,netbanking,electronics,M961,0.99,U5025,798,1,956,657,tablet,1,80.204.131.106,0.87,Delhi,2,5,8,18,4,47387,7069.3,0.851,0.851,1,1,1,1
11386.95,INR,UPI,retail,M256,0.01,U2640,993,2,2887,2925,mobile,0,209.19.123.59,0.2,Mumbai,10,1,4,13,2,40314,28927.05,0.282,0.282,0,0,0,0
2519.99,INR,netbanking,crypto,M957,0.09,U2290,683,3,1764,1644,desktop,0,252.184.6.14,0.31,Mumbai,20,5,1,8,2,17459,14939.01,0.144,0.144,0,0,0,0
538.1,INR,card,luxury,M508,0.27,U2380,533,3,756,1002,mobile,0,52.86.208.33,0.18,Bangalore,20,1,4,5,1,38302,37763.9,0.014,0.014,0,0,0,0
1326.59,INR,card,travel,M110,0.07,U2933,675,2,2171,2424,desktop,0,193.164.123.181,0.09,Hyderabad,16,3,5,23,2,9300,7973.41,0.143,0.143,0,0,0,0
2714.08,INR,netbanking,food,M919,0.05,U1579,490,3,4032,3990,desktop,0,12.31.178.60,0.1,Chennai,11,2,4,8,0,48019,45304.92,0.057,0.057,0,0,0,0
15636.7,INR,netbanking,food,M493,0.74,U5220,495,3,3309,3413,desktop,1,8.31.117.116,0.9,Mumbai,1,1,13,18,4,18945,3308.3,0.825,0.825,1,1,1,1
5967.4,INR,UPI,investment,M391,0.88,U4160,681,1,3529,3577,tablet,1,63.75.213.104,0.81,Chennai,3,5,14,28,6,6490,522.6,0.919,0.919,1,1,1,1
1971.08,INR,ATM,travel,M655,0.1,U3030,658,3,4411,4316,mobile,0,249.93.108.168,0.04,Mumbai,20,4,2,15,2,10688,8716.92,0.184,0.184,0,0,0,0
3249.35,INR,UPI,retail,M793,0.01,U1892,855,3,3597,3423,desktop,0,19.172.67.219,0.18,Mumbai,17,5,4,22,1,24027,20777.65,0.135,0.135,0,0,0,1
16712.8,INR,card,electronics,M606,0.77,U4951,433,1,916,973,mobile,1,178.74.87.95,0.86,Kolkata,1,0,10,26,3,17950,1237.2,0.931,0.931,1,1,1,1
1289.33,INR,UPI,investment,M248,0.17,U1780,220,3,1187,1453,desktop,0,19.67.118.65,0.09,Bangalore,8,1,3,11,0,17729,16439.67,0.073,0.073,0,0,0,1
8212.35,INR,card,crypto,M634,0.02,U1159,835,1,4030,3734,mobile,0,182.170.69.243,0.09,Kolkata,8,4,4,14,0,29159,20946.65,0.282,0.282,0,0,0,0
4404.92,INR,card,travel,M201,0.21,U1002,785,2,1159,1006,tablet,0,19.169.241.51,0.23,Pune,8,3,3,7,2,20246,15841.08,0.218,0.218,0,0,0,1
1362.73,INR,UPI,retail,M675,0.09,U3263,123,1,2272,2374,mobile,0,252.122.21.184,0.07,Mumbai,21,5,5,7,2,9308,7945.27,0.146,0.146,0,0,0,0
19587.65,INR,ATM,gaming,M325,0.69,U4216,998,2,1405,1108,desktop,1,18.70.37.254,0.76,Delhi,2,5,8,20,2,20591,1003.35,0.951,0.951,1,1,1,1
2615.51,INR,card,crypto,M551,0.14,U3109,846,2,1085,1336,mobile,0,104.97.203.112,0.15,Pune,10,2,1,12,2,11063,8447.49,0.236,0.236,0,0,0,0
3357.45,INR,UPI,crypto,M639,0.18,U1849,341,1,4924,4914,mobile,0,84.172.166.247,0.05,Hyderabad,14,2,4,17,0,26293,22935.55,0.128,0.128,0,0,0,0
38332.91,INR,ATM,luxury,M641,0.93,U3737,930,3,4857,4936,desktop,1,147.237.173.238,0.82,Delhi,4,2,13,16,4,39653,1320.09,0.967,0.967,1,1,1,1
3740.16,INR,ATM,crypto,M565,0.2,U3466,112,2,4508,4298,mobile,0,176.231.239.216,0.24,Chennai,16,2,2,17,2,32682,28941.84,0.114,0.114,0,0,0,0
33679.92,INR,UPI,luxury,M575,0.68,U4650,140,2,2018,1891,tablet,1,231.45.140.235,0.88,Pune,1,2,10,23,3,35258,1578.08,0.955,0.955,1,1,1,1
2379.23,INR,ATM,crypto,M131,0.32,U2596,307,1,4630,4887,tablet,0,183.4.55.114,0.13,Mumbai,9,3,3,4,2,15079,12699.77,0.158,0.158,0,0,0,0
3335.71,INR,netbanking,luxury,M493,0.22,U2776,881,1,998,909,desktop,0,151.235.185.13,0.23,Mumbai,13,1,3,5,1,14748,11412.29,0.226,0.226,0,0,0,0
3917.35,INR,netbanking,food,M173,0.39,U2913,345,1,2887,3013,tablet,0,201.186.28.252,0.08,Bangalore,11,2,1,9,1,15471,11553.65,0.253,0.253,0,0,0,0
9388.5,INR,UPI,food,M962,0.36,U2043,238,2,3632,3812,mobile,0,79.132.162.218,0.25,Bangalore,12,2,1,3,2,32104,22715.5,0.292,0.292,0,0,0,0
25342.51,INR,UPI,travel,M227,0.88,U5713,690,2,4131,3862,mobile,1,137.220.159.227,0.85,Kolkata,4,4,13,30,6,26797,1454.49,0.946,0.946,1,1,1,1
3994.21,INR,netbanking,travel,M306,0.03,U2544,633,3,3523,3689,mobile,0,44.49.211.181,0.06,Kolkata,21,1,1,6,1,43046,39051.79,0.093,0.093,0,0,0,0
23541.79,INR,netbanking,food,M397,0.75,U3736,914,2,3596,3665,desktop,1,232.209.169.51,0.86,Chennai,4,3,14,30,7,26611,3069.21,0.885,0.885,1,1,1,1
32402.4,INR,UPI,gaming,M192,0.7,U4706,871,2,3019,3013,tablet,1,140.139.111.102,0.81,Chennai,1,2,8,17,4,39845,7442.6,0.813,0.813,1,1,1,1
39087.94,INR,card,luxury,M861,0.77,U5617,894,1,2341,2452,mobile,1,19.248.197.61,0.82,Chennai,1,0,13,31,4,42079,2991.06,0.929,0.929,1,1,1,1
3454.63,INR,ATM,food,M687,0.18,U1053,590,1,1422,1280,mobile,0,174.39.218.105,0.27,Pune,8,2,1,18,0,12557,9102.37,0.275,0.275,0,0,0,0
9355.73,INR,netbanking,travel,M710,0.31,U2796,236,2,3748,3892,tablet,0,155.233.94.62,0.04,Pune,11,1,1,6,1,35222,25866.27,0.266,0.266,0,0,0,0
1580.17,INR,netbanking,crypto,M225,0.34,U2911,104,2,2978,2978,desktop,0,213.149.40.139,0.19,Mumbai,16,5,1,12,1,11704,10123.83,0.135,0.135,0,0,0,0
7616.47,INR,ATM,crypto,M849,0.16,U3306,470,1,4623,4576,tablet,0,126.222.229.170,0.19,Kolkata,8,2,5,16,2,28110,20493.53,0.271,0.271,0,0,0,0
9369.25,INR,card,food,M312,0.92,U3553,527,2,4855,5043,desktop,1,238.60.160.252,0.77,Chennai,1,1,12,18,7,10693,1323.75,0.876,0.876,1,1,1,1
22941.85,INR,netbanking,travel,M573,0.88,U3800,273,1,632,338,mobile,1,195.81.188.142,0.94,Pune,0,5,10,20,5,25778,2836.15,0.89,0.89,1,1,1,1
11696.19,INR,ATM,retail,M897,1.0,U5086,428,2,3933,3982,mobile,1,168.245.118.218,0.88,Kolkata,2,4,14,25,4,12351,654.81,0.947,0.947,1,1,1,1
18587.47,INR,UPI,gaming,M298,0.81,U5127,960,1,3804,3659,desktop,1,202.127.212.59,0.89,Hyderabad,3,3,9,11,5,20723,2135.53,0.897,0.897,1,1,1,1
1252.62,INR,ATM,retail,M786,0.29,U1824,256,1,4740,4499,mobile,0,238.124.84.234,0.02,Delhi,16,3,3,9,0,14107,12854.38,0.089,0.089,0,0,0,0
26285.78,INR,ATM,investment,M132,0.77,U5733,748,1,4212,4297,mobile,1,99.213.221.166,0.78,Delhi,2,5,11,23,4,28254,1968.22,0.93,0.93,1,1,1,1
26082.28,INR,netbanking,investment,M406,0.84,U4178,697,3,4068,4072,mobile,1,80.254.248.253,0.84,Bangalore,0,0,14,32,5,30512,4429.72,0.855,0.855,1,1,1,1
33657.06,INR,card,gaming,M938,0.95,U4401,51,2,2950,2738,mobile,1,28.184.239.36,0.77,Kolkata,4,1,8,16,4,36441,2783.94,0.924,0.924,1,1,1,1
2825.78,INR,card,crypto,M268,0.34,U2389,732,2,3784,3738,tablet,0,119.19.195.249,0.13,Mumbai,17,0,4,17,0,43364,40538.22,0.065,0.065,0,0,0,0
26838.34,INR,ATM,crypto,M943,0.71,U4564,216,3,2260,2309,desktop,1,92.154.66.139,1.0,Chennai,0,2,14,28,4,30758,3919.66,0.873,0.873,1,1,1,1
35912.17,INR,UPI,gaming,M630,0.65,U5876,437,1,3847,3909,tablet,1,65.136.223.50,0.73,Pune,4,5,11,12,3,37349,1436.83,0.962,0.962,1,1,1,1
2672.02,INR,card,gaming,M359,0.13,U1884,484,3,2296,2568,mobile,0,132.85.161.106,0.1,Chennai,20,1,1,19,2,14164,11491.98,0.189,0.189,0,0,0,0
43383.22,INR,ATM,gaming,M438,0.73,U4805,63,2,4196,4377,tablet,1,21.253.112.50,0.84,Pune,2,4,11,25,7,49474,6090.78,0.877,0.877,1,1,1,1
5359.4,INR,UPI,luxury,M174,0.18,U2607,528,3,3111,2995,desktop,0,24.207.55.113,0.09,Mumbai,10,1,1,14,0,46347,40987.6,0.116,0.116,0,0,0,0
10118.86,INR,UPI,electronics,M584,0.06,U2594,618,2,1222,1137,tablet,0,175.138.46.93,0.21,Chennai,18,4,4,12,2,36400,26281.14,0.278,0.278,0,0,0,0
7489.95,INR,ATM,travel,M907,0.16,U1771,405,3,4804,4678,desktop,0,145.171.165.43,0.09,Pune,14,1,5,17,1,43685,36195.05,0.171,0.171,0,0,0,0
28408.02,INR,card,food,M759,0.7,U3611,714,2,3913,4195,tablet,1,180.111.132.43,0.78,Pune,4,2,12,20,6,30609,2200.98,0.928,0.928,1,1,1,1
32273.15,INR,netbanking,investment,M815,0.84,U5661,651,1,3972,3951,mobile,1,106.96.52.173,0.98,Kolkata,1,3,8,12,3,33038,764.85,0.977,0.977,1,1,1,1
551.76,INR,netbanking,crypto,M387,0.28,U3273,810,1,4046,4286,tablet,0,5.174.225.97,0.28,Bangalore,11,4,4,5,1,22086,21534.24,0.025,0.025,0,0,0,0
5599.97,INR,card,gaming,M999,0.19,U2868,546,1,3492,3495,desktop,0,11.190.52.52,0.1,Delhi,20,4,3,19,2,39420,33820.03,0.142,0.142,0,0,0,0
1024.87,INR,ATM,gaming,M243,0.25,U2085,990,2,2787,3010,desktop,0,254.38.9.133,0.21,Hyderabad,14,5,4,13,2,17963,16938.13,0.057,0.057,0,0,0,0
12636.26,INR,card,electronics,M139,0.23,U1010,667,3,594,520,mobile,0,230.200.141.120,0.1,Kolkata,16,4,3,6,0,43763,31126.74,0.289,0.289,0,0,0,0
7305.93,INR,netbanking,electronics,M727,0.97,U4611,378,2,2301,2520,desktop,1,134.203.69.77,0.72,Delhi,0,3,10,12,6,8367,1061.07,0.873,0.873,1,1,1,1
2772.18,INR,ATM,electronics,M522,0.37,U2325,404,3,1366,1262,mobile,0,74.89.62.155,0.19,Chennai,15,4,1,3,1,14506,11733.82,0.191,0.191,0,0,0,0
41680.47,INR,card,gaming,M776,0.86,U4390,518,1,3165,3012,tablet,1,173.98.71.8,0.71,Chennai,3,3,13,22,6,46372,4691.53,0.899,0.899,1,1,1,1
7896.97,INR,card,investment,M855,0.39,U2463,952,1,568,675,tablet,0,40.103.96.246,0.01,Kolkata,20,5,1,5,0,45500,37603.03,0.174,0.174,0,0,0,0
174.32,INR,ATM,luxury,M305,0.28,U1806,737,2,2085,1898,tablet,0,53.168.223.55,0.35,Mumbai,16,5,3,18,1,27311,27136.68,0.006,0.006,0,0,0,0
6320.78,INR,ATM,retail,M695,0.67,U5260,156,2,4661,4824,tablet,1,129.123.234.21,0.88,Chennai,1,1,10,26,2,6569,248.22,0.962,0.962,1,1,1,1
37256.88,INR,UPI,food,M637,0.9,U4985,866,1,981,736,mobile,1,183.243.79.5,0.76,Kolkata,4,5,12,19,4,45671,8414.12,0.816,0.816,1,1,1,1
22580.4,INR,card,investment,M708,0.83,U4771,952,1,3135,3164,tablet,1,148.90.84.145,0.87,Mumbai,1,2,9,19,5,27916,5335.6,0.809,0.809,1,1,1,1
4638.29,INR,ATM,electronics,M544,0.19,U3108,902,3,1790,1660,desktop,0,10.46.237.19,0.24,Delhi,11,4,4,14,1,26292,21653.71,0.176,0.176,0,0,0,0
28942.3,INR,UPI,electronics,M909,0.62,U5235,586,1,2442,2592,mobile,1,213.15.123.66,0.79,Hyderabad,1,0,10,17,5,34803,5860.7,0.832,0.832,1,1,1,1
23223.6,INR,UPI,crypto,M624,0.77,U5956,987,1,4598,4895,desktop,1,165.59.198.97,0.74,Delhi,2,2,12,16,7,28730,5506.4,0.808,0.808,1,1,1,1
